transaction_id,customer_id,category_id,transaction_date,amount,currency,merchant,channel,amount_gbp,year,month,month_name,quarter,day_of_week
TXN0004129,CUST00240,CAT09,2026-01-26,47.89,GBP,Specsavers,Mobile App,47.89,2026,1,January,1,Monday
TXN0000903,CUST00073,CAT07,2026-03-26,13.16,GBP,Apple,ATM,13.16,2026,3,March,1,Thursday
TXN0008275,CUST00091,CAT06,2025-10-23,53.02,GBP,National Rail,Mobile App,53.02,2025,10,October,4,Thursday
TXN0007224,CUST00332,CAT01,2025-09-07,39.76,GBP,ASDA,Card Payment,39.76,2025,9,September,3,Sunday
TXN0006109,CUST00360,CAT05,2026-06-18,180.9,GBP,Booking.com,Online Banking,180.9,2026,6,June,2,Thursday
TXN0011233,CUST00427,CAT09,2026-04-13,21.04,GBP,Boots,Mobile App,21.04,2026,4,April,2,Monday
TXN0009444,CUST00499,CAT03,2025-06-27,33.49,GBP,Nando's,Card Payment,33.49,2025,6,June,2,Friday
TXN0000494,CUST00423,CAT02,2026-06-05,71.39,GBP,Virgin Media,Card Payment,71.39,2026,6,June,2,Friday
TXN0002868,CUST00452,CAT01,2025-08-24,92.26,GBP,Tesco,Mobile App,92.26,2025,8,August,3,Sunday
TXN0010447,CUST00275,CAT05,2026-05-11,333.58,GBP,British Airways,Mobile App,333.58,2026,5,May,2,Monday
TXN0001731,CUST00350,CAT04,2025-11-05,21.84,GBP,Spotify,Mobile App,21.84,2025,11,November,4,Wednesday
TXN0002013,CUST00314,CAT05,2025-12-03,727.96,GBP,easyJet,Card Payment,727.96,2025,12,December,4,Wednesday
TXN0004128,CUST00191,CAT02,2025-04-03,238.1,GBP,Virgin Media,Card Payment,238.1,2025,4,April,2,Thursday
TXN0007773,CUST00266,CAT07,2026-03-28,16.2,GBP,Apple,Mobile App,16.2,2026,3,March,1,Saturday
TXN0010805,CUST00302,CAT02,2025-09-12,246.99,GBP,EDF Energy,Mobile App,246.99,2025,9,September,3,Friday
TXN0006346,CUST00065,CAT01,2025-05-24,13.4,GBP,Aldi,ATM,13.4,2025,5,May,2,Saturday
TXN0011875,CUST00243,CAT10,2025-05-01,413.68,GBP,Fee,Mobile App,413.68,2025,5,May,2,Thursday
TXN0006642,CUST00174,CAT02,2026-02-05,204.71,GBP,Thames Water,ATM,204.71,2026,2,February,1,Thursday
TXN0002535,CUST00219,CAT09,2025-01-01,111.99,GBP,Specsavers,Mobile App,111.99,2025,1,January,1,Wednesday
TXN0003560,CUST00215,CAT08,2025-01-04,189.24,GBP,Argos,Mobile App,189.24,2025,1,January,1,Saturday
TXN0009890,CUST00367,CAT01,2025-01-23,39.03,GBP,Waitrose,Card Payment,39.03,2025,1,January,1,Thursday
TXN0005721,CUST00430,CAT01,2026-05-27,17.04,GBP,Aldi,ATM,17.04,2026,5,May,2,Wednesday
TXN0002423,CUST00326,CAT10,2025-02-02,379.33,GBP,Misc,Mobile App,379.33,2025,2,February,1,Sunday
TXN0002590,CUST00332,CAT04,2025-09-22,44.27,GBP,Disney+,Mobile App,44.27,2025,9,September,3,Monday
TXN0006188,CUST00123,CAT07,2025-11-10,18.37,GBP,Apple,Mobile App,18.37,2025,11,November,4,Monday
TXN0009936,CUST00399,CAT08,2025-01-08,52.36,GBP,IKEA,Mobile App,52.36,2025,1,January,1,Wednesday
TXN0003650,CUST00322,CAT03,2026-02-12,79.97,GBP,Nando's,Mobile App,79.97,2026,2,February,1,Thursday
TXN0004843,CUST00481,CAT08,2025-12-04,147.41,GBP,ASOS,Card Payment,147.41,2025,12,December,4,Thursday
TXN0005187,CUST00420,CAT04,2025-02-26,42.21,GBP,Cineworld,Mobile App,42.21,2025,2,February,1,Wednesday
TXN0007478,CUST00468,CAT09,2025-12-25,6.85,GBP,Bupa,Mobile App,6.85,2025,12,December,4,Thursday
TXN0000709,CUST00471,CAT09,2025-06-08,41.92,GBP,Specsavers,Online Banking,41.92,2025,6,June,2,Sunday
TXN0004330,CUST00012,CAT07,2025-01-26,41.65,GBP,Apple,Card Payment,41.65,2025,1,January,1,Sunday
TXN0010795,CUST00264,CAT09,2025-10-23,30.14,GBP,Specsavers,Card Payment,30.14,2025,10,October,4,Thursday
TXN0002961,CUST00387,CAT02,2026-04-24,72.95,GBP,British Gas,Mobile App,72.95,2026,4,April,2,Friday
TXN0003903,CUST00453,CAT09,2025-02-23,137.68,GBP,Specsavers,Card Payment,137.68,2025,2,February,1,Sunday
TXN0008046,CUST00453,CAT10,2025-03-08,54.87,GBP,Direct Debit,Mobile App,54.87,2025,3,March,1,Saturday
TXN0006718,CUST00495,CAT01,2025-11-24,55.34,GBP,Waitrose,Mobile App,55.34,2025,11,November,4,Monday
TXN0001091,CUST00003,CAT05,2026-02-09,755.9,GBP,easyJet,Online Banking,755.9,2026,2,February,1,Monday
TXN0000036,CUST00067,CAT07,2025-12-29,41.38,GBP,LinkedIn Premium,ATM,41.38,2025,12,December,4,Monday
TXN0008483,CUST00366,CAT01,2025-08-11,111.7,GBP,Sainsbury's,Mobile App,111.7,2025,8,August,3,Monday
TXN0002233,CUST00492,CAT08,2025-03-02,362.13,GBP,John Lewis,Card Payment,362.13,2025,3,March,1,Sunday
TXN0004171,CUST00364,CAT01,2026-01-13,25.34,GBP,Sainsbury's,Online Banking,25.34,2026,1,January,1,Tuesday
TXN0007472,CUST00425,CAT08,2025-02-01,24.96,GBP,Amazon,Mobile App,24.96,2025,2,February,1,Saturday
TXN0005229,CUST00411,CAT07,2025-04-29,11.83,GBP,LinkedIn Premium,Online Banking,11.83,2025,4,April,2,Tuesday
TXN0002911,CUST00447,CAT10,2025-06-21,119.06,GBP,Cash Withdrawal,Mobile App,119.06,2025,6,June,2,Saturday
TXN0010823,CUST00018,CAT10,2026-06-04,477.55,GBP,Direct Debit,Online Banking,477.55,2026,6,June,2,Thursday
TXN0004790,CUST00128,CAT02,2025-07-20,102.63,GBP,Thames Water,Card Payment,102.63,2025,7,July,3,Sunday
TXN0004329,CUST00282,CAT01,2025-08-17,14.91,GBP,Sainsbury's,Mobile App,14.91,2025,8,August,3,Sunday
TXN0000429,CUST00091,CAT08,2025-09-22,146.86,GBP,IKEA,Online Banking,146.86,2025,9,September,3,Monday
TXN0011942,CUST00293,CAT04,2026-04-07,12.09,GBP,Netflix,Online Banking,12.09,2026,4,April,2,Tuesday
TXN0003380,CUST00353,CAT09,2025-02-21,106.35,GBP,Local Pharmacy,Card Payment,106.35,2025,2,February,1,Friday
TXN0002348,CUST00403,CAT05,2025-07-19,308.68,GBP,easyJet,Mobile App,308.68,2025,7,July,3,Saturday
TXN0011288,CUST00180,CAT01,2026-02-11,44.37,GBP,Sainsbury's,Mobile App,44.37,2026,2,February,1,Wednesday
TXN0008172,CUST00365,CAT06,2026-03-27,80.65,GBP,TfL,Branch,80.65,2026,3,March,1,Friday
TXN0009249,CUST00211,CAT08,2025-07-20,87.76,GBP,Argos,Mobile App,87.76,2025,7,July,3,Sunday
TXN0006665,CUST00159,CAT02,2025-02-06,226.57,GBP,British Gas,Card Payment,226.57,2025,2,February,1,Thursday
TXN0009803,CUST00446,CAT04,2025-12-17,12.2,GBP,Cineworld,Mobile App,12.2,2025,12,December,4,Wednesday
TXN0004239,CUST00091,CAT10,2025-04-05,352.54,GBP,Fee,Card Payment,352.54,2025,4,April,2,Saturday
TXN0005179,CUST00487,CAT04,2025-07-22,34.61,GBP,Disney+,Mobile App,34.61,2025,7,July,3,Tuesday
TXN0008856,CUST00496,CAT10,2025-12-20,66.55,GBP,Bank Transfer,Mobile App,66.55,2025,12,December,4,Saturday
TXN0003134,CUST00212,CAT02,2025-05-25,149.74,GBP,Virgin Media,Card Payment,149.74,2025,5,May,2,Sunday
TXN0003003,CUST00309,CAT10,2025-03-06,128.98,GBP,Cash Withdrawal,Online Banking,128.98,2025,3,March,1,Thursday
TXN0001433,CUST00251,CAT09,2026-05-07,75.88,GBP,Superdrug,Mobile App,75.88,2026,5,May,2,Thursday
TXN0002202,CUST00187,CAT04,2025-05-18,11.09,GBP,Spotify,Online Banking,11.09,2025,5,May,2,Sunday
TXN0010932,CUST00410,CAT08,2026-03-21,154.89,GBP,IKEA,Mobile App,154.89,2026,3,March,1,Saturday
TXN0000705,CUST00212,CAT07,2025-08-08,7.85,GBP,Gym Membership,Online Banking,7.85,2025,8,August,3,Friday
TXN0006245,CUST00237,CAT10,2025-12-27,379.68,GBP,Bank Transfer,Card Payment,379.68,2025,12,December,4,Saturday
TXN0010054,CUST00493,CAT04,2026-04-26,27.54,GBP,Spotify,Mobile App,27.54,2026,4,April,2,Sunday
TXN0008806,CUST00249,CAT09,2025-07-27,127.0,GBP,Superdrug,Card Payment,127.0,2025,7,July,3,Sunday
TXN0002190,CUST00387,CAT03,2025-11-14,54.87,GBP,Just Eat,Mobile App,54.87,2025,11,November,4,Friday
TXN0005494,CUST00154,CAT01,2025-09-05,36.59,GBP,Sainsbury's,Card Payment,36.59,2025,9,September,3,Friday
TXN0009262,CUST00254,CAT03,2025-05-17,43.02,GBP,Pret A Manger,Card Payment,43.02,2025,5,May,2,Saturday
TXN0000609,CUST00045,CAT05,2025-07-25,417.63,GBP,Booking.com,Mobile App,417.63,2025,7,July,3,Friday
TXN0002228,CUST00260,CAT03,2025-05-04,49.88,GBP,Pret A Manger,Mobile App,49.88,2025,5,May,2,Sunday
TXN0003470,CUST00278,CAT05,2026-05-07,160.69,GBP,Booking.com,Online Banking,160.69,2026,5,May,2,Thursday
TXN0003754,CUST00433,CAT03,2025-05-14,56.83,GBP,Pret A Manger,Mobile App,56.83,2025,5,May,2,Wednesday
TXN0003579,CUST00031,CAT10,2025-05-28,372.11,GBP,Fee,ATM,372.11,2025,5,May,2,Wednesday
TXN0003208,CUST00258,CAT02,2025-09-17,194.64,GBP,EE,Mobile App,194.64,2025,9,September,3,Wednesday
TXN0002964,CUST00294,CAT01,2025-03-09,117.53,USD,ASDA,Mobile App,134.37,2025,3,March,1,Sunday
TXN0011234,CUST00204,CAT03,2026-02-14,52.08,GBP,Deliveroo,Mobile App,52.08,2026,2,February,1,Saturday
TXN0008909,CUST00290,CAT09,2025-02-25,85.29,GBP,Specsavers,ATM,85.29,2025,2,February,1,Tuesday
TXN0009343,CUST00247,CAT01,2026-03-22,101.99,GBP,ASDA,ATM,101.99,2026,3,March,1,Sunday
TXN0002003,CUST00020,CAT03,2025-04-14,72.97,GBP,Costa Coffee,Card Payment,72.97,2025,4,April,2,Monday
TXN0006393,CUST00481,CAT02,2025-04-19,195.04,GBP,EDF Energy,Card Payment,195.04,2025,4,April,2,Saturday
TXN0000759,CUST00202,CAT10,2025-02-09,447.48,GBP,Misc,Online Banking,447.48,2025,2,February,1,Sunday
TXN0007311,CUST00026,CAT06,2025-12-04,96.75,GBP,National Rail,Mobile App,96.75,2025,12,December,4,Thursday
TXN0002770,CUST00333,CAT04,2025-01-18,42.38,GBP,PlayStation Store,Mobile App,42.38,2025,1,January,1,Saturday
TXN0011809,CUST00237,CAT07,2025-02-08,6.36,GBP,Apple,Card Payment,6.36,2025,2,February,1,Saturday
TXN0002615,CUST00394,CAT06,2025-08-06,32.99,GBP,Shell,Card Payment,32.99,2025,8,August,3,Wednesday
TXN0003104,CUST00012,CAT02,2026-01-03,125.48,GBP,EDF Energy,Online Banking,125.48,2026,1,January,1,Saturday
TXN0003449,CUST00228,CAT05,2026-03-10,486.73,GBP,Booking.com,Mobile App,486.73,2026,3,March,1,Tuesday
TXN0005596,CUST00324,CAT03,2025-04-08,40.84,GBP,Nando's,Mobile App,40.84,2025,4,April,2,Tuesday
TXN0000400,CUST00103,CAT02,2025-03-25,196.0,GBP,British Gas,Mobile App,196.0,2025,3,March,1,Tuesday
TXN0000931,CUST00232,CAT08,2026-02-21,64.35,GBP,John Lewis,Mobile App,64.35,2026,2,February,1,Saturday
TXN0010412,CUST00113,CAT01,2025-11-25,95.3,GBP,Sainsbury's,ATM,95.3,2025,11,November,4,Tuesday
TXN0010185,CUST00104,CAT01,2025-06-24,78.61,GBP,Aldi,Mobile App,78.61,2025,6,June,2,Tuesday
TXN0000543,CUST00329,CAT10,2025-03-16,118.18,GBP,Cash Withdrawal,Card Payment,118.18,2025,3,March,1,Sunday
TXN0010166,CUST00230,CAT05,2025-12-04,126.72,GBP,Trainline,Mobile App,126.72,2025,12,December,4,Thursday
TXN0004521,CUST00135,CAT05,2026-04-03,693.48,GBP,easyJet,ATM,693.48,2026,4,April,2,Friday
TXN0008460,CUST00152,CAT07,2025-06-13,19.85,GBP,Amazon Prime,Mobile App,19.85,2025,6,June,2,Friday
TXN0003060,CUST00336,CAT09,2026-02-01,142.96,GBP,Boots,Card Payment,142.96,2026,2,February,1,Sunday
TXN0010851,CUST00091,CAT09,2025-04-19,77.64,GBP,Local Pharmacy,Branch,77.64,2025,4,April,2,Saturday
TXN0001419,CUST00435,CAT04,2026-05-15,29.87,GBP,Netflix,Card Payment,29.87,2026,5,May,2,Friday
TXN0004289,CUST00343,CAT01,2025-04-01,44.73,GBP,Sainsbury's,Card Payment,44.73,2025,4,April,2,Tuesday
TXN0005373,CUST00451,CAT03,2025-09-01,37.39,GBP,Nando's,Mobile App,37.39,2025,9,September,3,Monday
TXN0004151,CUST00252,CAT06,2026-06-16,13.59,GBP,BP,Online Banking,13.59,2026,6,June,2,Tuesday
TXN0008204,CUST00233,CAT03,2025-11-12,33.29,GBP,Costa Coffee,Branch,33.29,2025,11,November,4,Wednesday
TXN0008940,CUST00431,CAT09,2025-06-26,50.44,GBP,Boots,Mobile App,50.44,2025,6,June,2,Thursday
TXN0001460,CUST00245,CAT10,2025-06-09,331.15,GBP,Bank Transfer,Mobile App,331.15,2025,6,June,2,Monday
TXN0000368,CUST00215,CAT04,2025-01-20,54.79,USD,PlayStation Store,Mobile App,62.64,2025,1,January,1,Monday
TXN0001394,CUST00014,CAT10,2025-09-12,262.29,GBP,Cash Withdrawal,Card Payment,262.29,2025,9,September,3,Friday
TXN0007785,CUST00128,CAT09,2025-03-19,141.99,GBP,Superdrug,Online Banking,141.99,2025,3,March,1,Wednesday
TXN0011365,CUST00200,CAT02,2026-03-04,83.7,GBP,EE,Mobile App,83.7,2026,3,March,1,Wednesday
TXN0004631,CUST00304,CAT09,2025-08-25,22.39,GBP,Local Pharmacy,Card Payment,22.39,2025,8,August,3,Monday
TXN0003653,CUST00268,CAT03,2025-06-29,67.07,GBP,Pret A Manger,Mobile App,67.07,2025,6,June,2,Sunday
TXN0003296,CUST00290,CAT06,2025-04-04,8.52,GBP,Shell,Online Banking,8.52,2025,4,April,2,Friday
TXN0009672,CUST00111,CAT07,2025-02-18,36.41,GBP,Apple,Online Banking,36.41,2025,2,February,1,Tuesday
TXN0011880,CUST00436,CAT09,2026-05-18,129.16,GBP,Specsavers,Mobile App,129.16,2026,5,May,2,Monday
TXN0011394,CUST00497,CAT10,2025-10-08,307.98,GBP,Direct Debit,Mobile App,307.98,2025,10,October,4,Wednesday
TXN0000064,CUST00020,CAT06,2025-06-16,36.96,GBP,National Rail,Mobile App,36.96,2025,6,June,2,Monday
TXN0004717,CUST00166,CAT01,2025-08-23,73.55,GBP,ASDA,Card Payment,73.55,2025,8,August,3,Saturday
TXN0006042,CUST00157,CAT07,2025-11-22,10.72,GBP,Amazon Prime,Card Payment,10.72,2025,11,November,4,Saturday
TXN0000135,CUST00147,CAT09,2025-09-28,141.72,GBP,Boots,Card Payment,141.72,2025,9,September,3,Sunday
TXN0005504,CUST00355,CAT03,2025-07-10,41.9,GBP,Pret A Manger,Online Banking,41.9,2025,7,July,3,Thursday
TXN0011406,CUST00146,CAT08,2025-10-11,240.2,GBP,Amazon,Online Banking,240.2,2025,10,October,4,Saturday
TXN0005170,CUST00120,CAT02,2026-02-11,199.19,GBP,Virgin Media,Mobile App,199.19,2026,2,February,1,Wednesday
TXN0011820,CUST00323,CAT07,2026-06-15,18.93,GBP,Apple,Mobile App,18.93,2026,6,June,2,Monday
TXN0009172,CUST00219,CAT06,2025-03-05,85.83,GBP,BP,Mobile App,85.83,2025,3,March,1,Wednesday
TXN0004082,CUST00105,CAT08,2025-03-01,101.0,GBP,IKEA,Branch,101.0,2025,3,March,1,Saturday
TXN0009286,CUST00039,CAT03,2025-09-02,59.92,GBP,Just Eat,Online Banking,59.92,2025,9,September,3,Tuesday
TXN0001794,CUST00040,CAT05,2026-01-01,553.78,GBP,easyJet,Mobile App,553.78,2026,1,January,1,Thursday
TXN0007243,CUST00094,CAT05,2025-06-03,122.22,GBP,British Airways,Mobile App,122.22,2025,6,June,2,Tuesday
TXN0003161,CUST00497,CAT05,2025-05-02,371.82,GBP,British Airways,Mobile App,371.82,2025,5,May,2,Friday
TXN0000697,CUST00286,CAT07,2025-09-30,17.99,GBP,Gym Membership,Card Payment,17.99,2025,9,September,3,Tuesday
TXN0000428,CUST00326,CAT02,2026-04-02,225.29,GBP,British Gas,Mobile App,225.29,2026,4,April,2,Thursday
TXN0009931,CUST00003,CAT04,2026-03-26,50.28,GBP,PlayStation Store,Online Banking,50.28,2026,3,March,1,Thursday
TXN0003414,CUST00384,CAT05,2025-08-11,307.53,GBP,British Airways,Online Banking,307.53,2025,8,August,3,Monday
TXN0003756,CUST00247,CAT02,2026-01-15,71.93,GBP,British Gas,Card Payment,71.93,2026,1,January,1,Thursday
TXN0011938,CUST00190,CAT09,2026-02-26,65.33,GBP,Specsavers,Online Banking,65.33,2026,2,February,1,Thursday
TXN0009363,CUST00441,CAT07,2026-01-04,23.87,GBP,The Times,Card Payment,23.87,2026,1,January,1,Sunday
TXN0004458,CUST00367,CAT05,2026-05-16,137.79,GBP,Trainline,Mobile App,137.79,2026,5,May,2,Saturday
TXN0009200,CUST00103,CAT02,2026-04-17,155.52,GBP,EDF Energy,Mobile App,155.52,2026,4,April,2,Friday
TXN0009217,CUST00318,CAT10,2026-05-18,270.75,GBP,Fee,ATM,270.75,2026,5,May,2,Monday
TXN0002040,CUST00384,CAT01,2026-01-30,33.86,USD,Waitrose,Card Payment,38.71,2026,1,January,1,Friday
TXN0003502,CUST00416,CAT09,2026-05-02,121.38,GBP,Boots,Mobile App,121.38,2026,5,May,2,Saturday
TXN0007540,CUST00356,CAT03,2026-01-14,34.53,GBP,Costa Coffee,Mobile App,34.53,2026,1,January,1,Wednesday
TXN0000677,CUST00063,CAT05,2025-02-23,116.27,GBP,Booking.com,Branch,116.27,2025,2,February,1,Sunday
TXN0005099,CUST00249,CAT09,2025-08-01,66.15,GBP,Specsavers,Online Banking,66.15,2025,8,August,3,Friday
TXN0006951,CUST00458,CAT09,2025-07-10,114.15,GBP,Local Pharmacy,Mobile App,114.15,2025,7,July,3,Thursday
TXN0007749,CUST00131,CAT10,2025-11-27,154.81,GBP,Fee,Online Banking,154.81,2025,11,November,4,Thursday
TXN0007539,CUST00228,CAT03,2026-01-15,35.35,GBP,Nando's,Mobile App,35.35,2026,1,January,1,Thursday
TXN0002508,CUST00459,CAT01,2025-06-09,55.5,GBP,Waitrose,Mobile App,55.5,2025,6,June,2,Monday
TXN0011348,CUST00496,CAT06,2025-06-09,16.2,GBP,Shell,Mobile App,16.2,2025,6,June,2,Monday
TXN0006858,CUST00151,CAT02,2025-10-12,90.54,GBP,EE,Card Payment,90.54,2025,10,October,4,Sunday
TXN0006195,CUST00231,CAT09,2026-05-31,105.33,GBP,Specsavers,ATM,105.33,2026,5,May,2,Sunday
TXN0010083,CUST00348,CAT05,2025-11-06,534.96,GBP,easyJet,Card Payment,534.96,2025,11,November,4,Thursday
TXN0006546,CUST00174,CAT08,2025-07-21,43.59,GBP,IKEA,Mobile App,43.59,2025,7,July,3,Monday
TXN0002185,CUST00380,CAT07,2026-05-27,34.39,GBP,Gym Membership,Card Payment,34.39,2026,5,May,2,Wednesday
TXN0005021,CUST00183,CAT03,2025-09-16,55.02,GBP,Pret A Manger,ATM,55.02,2025,9,September,3,Tuesday
TXN0005903,CUST00301,CAT06,2026-01-07,14.68,GBP,TfL,Online Banking,14.68,2026,1,January,1,Wednesday
TXN0003018,CUST00477,CAT09,2025-04-03,63.66,GBP,Local Pharmacy,Online Banking,63.66,2025,4,April,2,Thursday
TXN0006181,CUST00315,CAT08,2025-08-19,241.46,GBP,John Lewis,Mobile App,241.46,2025,8,August,3,Tuesday
TXN0002317,CUST00103,CAT02,2025-01-04,90.44,GBP,EDF Energy,Mobile App,90.44,2025,1,January,1,Saturday
TXN0004869,CUST00286,CAT04,2025-11-24,37.81,GBP,Netflix,ATM,37.81,2025,11,November,4,Monday
TXN0005498,CUST00422,CAT09,2025-06-18,133.91,GBP,Boots,Mobile App,133.91,2025,6,June,2,Wednesday
TXN0004104,CUST00032,CAT03,2025-02-19,18.1,GBP,Deliveroo,Card Payment,18.1,2025,2,February,1,Wednesday
TXN0006538,CUST00320,CAT02,2026-05-18,225.42,GBP,British Gas,Card Payment,225.42,2026,5,May,2,Monday
TXN0008546,CUST00169,CAT05,2025-07-17,425.5,GBP,Airbnb,Mobile App,425.5,2025,7,July,3,Thursday
TXN0010337,CUST00223,CAT06,2025-03-31,26.51,GBP,Uber,Mobile App,26.51,2025,3,March,1,Monday
TXN0004044,CUST00193,CAT10,2026-03-26,311.6,GBP,Misc,Branch,311.6,2026,3,March,1,Thursday
TXN0006373,CUST00068,CAT08,2025-11-17,374.85,GBP,Amazon,Online Banking,374.85,2025,11,November,4,Monday
TXN0000741,CUST00416,CAT01,2025-01-31,58.21,GBP,ASDA,Card Payment,58.21,2025,1,January,1,Friday
TXN0000001,CUST00228,CAT04,2026-01-03,25.6,GBP,Spotify,Mobile App,25.6,2026,1,January,1,Saturday
TXN0001689,CUST00445,CAT10,2025-03-12,305.1,GBP,Misc,Mobile App,305.1,2025,3,March,1,Wednesday
TXN0009495,CUST00442,CAT02,2026-04-18,172.36,GBP,Thames Water,ATM,172.36,2026,4,April,2,Saturday
TXN0009146,CUST00336,CAT06,2025-07-07,42.28,GBP,Shell,Card Payment,42.28,2025,7,July,3,Monday
TXN0006070,CUST00254,CAT06,2026-04-16,25.41,GBP,TfL,Card Payment,25.41,2026,4,April,2,Thursday
TXN0009491,CUST00018,CAT03,2026-02-16,42.6,GBP,Costa Coffee,Card Payment,42.6,2026,2,February,1,Monday
TXN0003022,CUST00180,CAT02,2025-03-05,125.21,GBP,British Gas,Online Banking,125.21,2025,3,March,1,Wednesday
TXN0003885,CUST00356,CAT08,2026-03-09,355.61,GBP,Amazon,Mobile App,355.61,2026,3,March,1,Monday
TXN0008991,CUST00174,CAT04,2026-04-10,18.87,GBP,Spotify,Mobile App,18.87,2026,4,April,2,Friday
TXN0008725,CUST00083,CAT03,2026-06-18,69.93,GBP,Nando's,Card Payment,69.93,2026,6,June,2,Thursday
TXN0005360,CUST00454,CAT05,2025-12-17,413.72,GBP,Booking.com,Mobile App,413.72,2025,12,December,4,Wednesday
TXN0004191,CUST00315,CAT10,2025-08-02,377.97,GBP,Misc,Mobile App,377.97,2025,8,August,3,Saturday
TXN0002373,CUST00027,CAT04,2025-08-27,43.09,GBP,Disney+,Mobile App,43.09,2025,8,August,3,Wednesday
TXN0003897,CUST00231,CAT01,2025-12-15,21.84,GBP,Waitrose,Online Banking,21.84,2025,12,December,4,Monday
TXN0010862,CUST00057,CAT06,2026-05-29,35.27,GBP,Uber,Online Banking,35.27,2026,5,May,2,Friday
TXN0002883,CUST00461,CAT06,2026-01-07,22.29,GBP,BP,Online Banking,22.29,2026,1,January,1,Wednesday
TXN0006743,CUST00122,CAT01,2026-05-16,70.57,GBP,Sainsbury's,Mobile App,70.57,2026,5,May,2,Saturday
TXN0010539,CUST00155,CAT06,2026-01-30,57.14,GBP,BP,Mobile App,57.14,2026,1,January,1,Friday
TXN0008630,CUST00144,CAT02,2025-08-04,181.09,GBP,EDF Energy,Mobile App,181.09,2025,8,August,3,Monday
TXN0001733,CUST00193,CAT07,2025-11-17,28.72,GBP,Amazon Prime,Mobile App,28.72,2025,11,November,4,Monday
TXN0003530,CUST00427,CAT02,2025-11-20,126.74,GBP,EE,Online Banking,126.74,2025,11,November,4,Thursday
TXN0009009,CUST00048,CAT01,2026-02-25,62.28,GBP,Tesco,Mobile App,62.28,2026,2,February,1,Wednesday
TXN0010372,CUST00197,CAT03,2025-11-26,72.84,GBP,Just Eat,Mobile App,72.84,2025,11,November,4,Wednesday
TXN0008063,CUST00206,CAT10,2025-04-22,474.58,GBP,Cash Withdrawal,Branch,474.58,2025,4,April,2,Tuesday
TXN0001770,CUST00105,CAT01,2026-02-22,50.36,GBP,Sainsbury's,Card Payment,50.36,2026,2,February,1,Sunday
TXN0011929,CUST00163,CAT04,2025-03-04,30.62,GBP,Spotify,ATM,30.62,2025,3,March,1,Tuesday
TXN0010426,CUST00438,CAT07,2025-03-10,42.82,GBP,LinkedIn Premium,Card Payment,42.82,2025,3,March,1,Monday
TXN0005910,CUST00378,CAT01,2025-10-23,23.93,GBP,Aldi,Online Banking,23.93,2025,10,October,4,Thursday
TXN0003577,CUST00029,CAT08,2025-08-09,86.11,GBP,IKEA,Card Payment,86.11,2025,8,August,3,Saturday
TXN0004309,CUST00043,CAT05,2026-01-23,668.06,GBP,Airbnb,Mobile App,668.06,2026,1,January,1,Friday
TXN0004773,CUST00212,CAT05,2025-04-03,210.76,GBP,Booking.com,Online Banking,210.76,2025,4,April,2,Thursday
TXN0003091,CUST00484,CAT06,2025-12-06,46.12,GBP,National Rail,Mobile App,46.12,2025,12,December,4,Saturday
TXN0005881,CUST00126,CAT07,2026-03-15,14.19,GBP,Gym Membership,Mobile App,14.19,2026,3,March,1,Sunday
TXN0002488,CUST00227,CAT03,2025-01-24,69.77,GBP,Pret A Manger,Card Payment,69.77,2025,1,January,1,Friday
TXN0008666,CUST00163,CAT07,2025-08-07,30.15,GBP,The Times,Mobile App,30.15,2025,8,August,3,Thursday
TXN0000922,CUST00500,CAT05,2025-03-03,405.32,GBP,Trainline,Mobile App,405.32,2025,3,March,1,Monday
TXN0000867,CUST00313,CAT05,2025-09-19,149.53,GBP,Airbnb,Mobile App,149.53,2025,9,September,3,Friday
TXN0008994,CUST00424,CAT01,2026-04-16,59.81,GBP,Tesco,Online Banking,59.81,2026,4,April,2,Thursday
TXN0000044,CUST00121,CAT02,2025-06-06,230.05,GBP,EDF Energy,Mobile App,230.05,2025,6,June,2,Friday
TXN0000018,CUST00161,CAT05,2026-05-01,434.06,GBP,Airbnb,Card Payment,434.06,2026,5,May,2,Friday
TXN0003423,CUST00362,CAT01,2025-06-15,92.66,GBP,Tesco,Mobile App,92.66,2025,6,June,2,Sunday
TXN0006890,CUST00225,CAT02,2026-04-25,142.2,GBP,EDF Energy,Card Payment,142.2,2026,4,April,2,Saturday
TXN0003140,CUST00280,CAT07,2025-08-13,8.08,GBP,Amazon Prime,ATM,8.08,2025,8,August,3,Wednesday
TXN0010314,CUST00054,CAT03,2026-05-14,9.02,GBP,Pret A Manger,Mobile App,9.02,2026,5,May,2,Thursday
TXN0006884,CUST00097,CAT10,2025-02-26,235.42,GBP,Bank Transfer,Mobile App,235.42,2025,2,February,1,Wednesday
TXN0003835,CUST00295,CAT04,2025-07-01,30.25,GBP,Cineworld,Mobile App,30.25,2025,7,July,3,Tuesday
TXN0007934,CUST00389,CAT09,2026-05-20,53.89,GBP,Local Pharmacy,Mobile App,53.89,2026,5,May,2,Wednesday
TXN0007109,CUST00268,CAT04,2026-04-10,53.48,GBP,PlayStation Store,Card Payment,53.48,2026,4,April,2,Friday
TXN0009900,CUST00135,CAT04,2025-01-02,7.29,GBP,Spotify,Mobile App,7.29,2025,1,January,1,Thursday
TXN0004725,CUST00166,CAT09,2025-03-28,36.85,GBP,Bupa,Mobile App,36.85,2025,3,March,1,Friday
